Name,Slug,Email,Phone,Website,Address,Categories,Relevant Countries,Quality,Sources,Directory URL,JSON URL,Lead Score,Reason,Priority
RSG Group GmbH,rsggroup,datenschutz@rsggroup.com,+49 9552 93190,https://rsggroup.com/,"Tannenberg 4
96132 Schlüsselfeld
Deutschland",health,de,verified,"https://rsggroup.com/datenschutz/, https://github.com/datenanfragen/data/pull/1177",https://www.datarequests.org/company/rsggroup/,https://www.datarequests.org/db/rsggroup.json,19,"health, verified, email, phone, website",High
AXA Konzern AG,axa,datenschutz@axa.de,+49 221 14824349,https://www.axa.de/,"Colonia Allee 10 – 20
51067 Köln
Deutschland",insurance,de,verified,"https://www.axa.de/datenschutz, https://www.axa.de/impressum",https://www.datarequests.org/company/axa/,https://www.datarequests.org/db/axa.json,19,"insurance, verified, email, phone, website",High
AVM Computersysteme Vertriebs GmbH,avm,datenschutz@avm.de,+49 30 399760,https://avm.de,"Alt-Moabit 95
10559 Berlin
Germany","telecommunication, commerce","de, at, ch, nl, es, it, pl, be, lu",verified,"https://avm.de/datenschutz, https://github.com/datenanfragen/data/pull/1214",https://www.datarequests.org/company/avm/,https://www.datarequests.org/db/avm.json,19,"telecom, verified, email, phone, website",High
Avis Budget Autovermietung GmbH & Co. KG,avis,dpo@abg.com,+49 6171 680,https://www.avis.de/,"Zimmersmühlenweg 21
61437 Oberursel
Deutschland","travel, insurance",de,verified,"https://www.avis.de/das-kleingedruckte/datenschutzrichtlinien, https://www.avis.de/das-kleingedruckte/impressum",https://www.datarequests.org/company/avis/,https://www.datarequests.org/db/avis.json,19,"insurance, verified, email, phone, website",High
Telenor Sverige AB,telenor-se,personuppgifter@telenor.se,+46 20 22 22 22,https://www.telenor.se,"Box 3081
169 03 Solna
Sverige",telecommunication,se,verified,https://www.telenor.se/support/integritet/integritetspolicy/,https://www.datarequests.org/company/telenor-se/,https://www.datarequests.org/db/telenor-se.json,19,"telecom, verified, email, phone, website",High
Telenor Digital AS,telenordigital,DPO@telenordigital.com,+47 810 77 000,https://www.telenordigital.com,"Snarøyveien 30
1331 Fornebu
Norway",telecommunication,"no, fi, se, dk",verified,https://www.telenordigital.com/privacy-notice/,https://www.datarequests.org/company/telenordigital/,https://www.datarequests.org/db/telenordigital.json,19,"telecom, verified, email, phone, website",High
Telefónica Germany GmbH & Co. OHG,o2-de,impressum@cc.o2online.de,+49 89 787979400,https://www.o2online.de/,"Georg-Brauchle-Ring 50
80992 München
Deutschland",telecommunication,de,verified,"https://www.o2online.de/recht/datenschutz/, https://www.o2online.de/recht/impressum/, https://meine-daten.telefonica.de/de/aurol",https://www.datarequests.org/company/o2-de/,https://www.datarequests.org/db/o2-de.json,19,"telecom, verified, email, phone, website",High
Telecom Liechtenstein AG,telecom-liechtenstein,datenschutz@telecom.li,+423 237 74 00,https://fl1.li/,"Schaanerstrasse 1
9490 Vaduz
Liechtenstein",telecommunication,li,verified,"https://www.fl1.li/wp-content/uploads/2024/04/FL1-Datenschutzerklarung_V20230921.pdf, https://www.fl1.li/rechtliches/datenschutz/",https://www.datarequests.org/company/telecom-liechtenstein/,https://www.datarequests.org/db/telecom-liechtenstein.json,19,"telecom, verified, email, phone, website",High
TV-COM AG,dorfnetz-li,info@tv-com.li,+423 377 38 80,https://dorfnetz.li/,"Wirtschaftspark 31
9492 Eschen
Liechtenstein",telecommunication,li,verified,https://dorfnetz.li/datenschutz/,https://www.datarequests.org/company/dorfnetz-li/,https://www.datarequests.org/db/dorfnetz-li.json,19,"telecom, verified, email, phone, website",High
TÜV Thüringen-Gruppe,tuev-thueringen,datenschutz@tuev-thueringen.de,+49 361 42830,https://www.tuev-thueringen.de,"Melchendorfer Straße 64
99096 Erfurt
Deutschland","public body, school, telecommunication, travel, commerce, utility, nonprofit, health",de,verified,"https://www.tuev-thueringen.de/unternehmen/kontakt/datenschutzerklaerung/, https://www.tuev-thueringen.de/fileadmin/user_upload/tuev/Downloads/allgemein/180522_Datenschutz-Information_AGSB.pdf, https://www.tuev-thueringen.de/fileadmin/user_upload/tuev/Downloads/allgemein/180522_Datenschutz-Information_TSG.pdf, https://www.tuev-thueringen.de/fileadmin/user_upload/tuev/Downloads/allgemein/180522_Datenschutz-Information_TTAka.pdf, https://www.tuev-thueringen.de/fileadmin/user_upload/tuev/Downloads/allgemein/180522_Datenschutz-Information_TTAT.pdf, https://www.tuev-thueringen.de/fileadmin/user_upload/tuev/Downloads/allgemein/180522_Datenschutz-Information_TTFzg.pdf",https://www.datarequests.org/company/tuev-thueringen/,https://www.datarequests.org/db/tuev-thueringen.json,19,"health, verified, email, phone, website",High
Barmenia.Gothaer Finanzholding AG,gothaer,datenschutz@gothaer.de,+49 221 30800,https://www.gothaer.de/,"Arnoldiplatz 1
50969 Köln
Deutschland",insurance,de,verified,"https://www.gothaer.de/StreamingServlet/app/dvz/DocumentDownload/116991?scope=gothaer_scope, https://www.gothaer.de/rechtliche-informationen/datenschutz/, https://github.com/datenanfragen/data/pull/1995",https://www.datarequests.org/company/gothaer/,https://www.datarequests.org/db/gothaer.json,19,"insurance, verified, email, phone, website",High
Barmenia Versicherungen a. G.,barmeniade,datenschutz@barmenia.de,+49 202 43800,https://www.barmenia.de/,"Barmenia-Allee 1
42119 Wuppertal
Deutschland",insurance,de,verified,"https://www.barmenia.de/deu/bde_privat/datenschutz.xhtml, https://github.com/datenanfragen/data/pull/691",https://www.datarequests.org/company/barmeniade/,https://www.datarequests.org/db/barmeniade.json,19,"insurance, verified, email, phone, website",High
Barclays PLC,barclays,DPO@Barclays.com,+44 800 282390,https://www.barclays.co.uk/,"Leicester
LE87 2BB
United Kingdom",finance,gb,verified,"https://www.barclays.co.uk/important-information/control-your-data/, https://www.barclays.co.uk/content/dam/documents/wealth-management/site-hygiene/full-privacy-notice/full-privacy-notice.pdf, https://www.barclays.co.uk/important-information/privacy-policy/, https://www.barclays.co.uk/complaints/",https://www.datarequests.org/company/barclays/,https://www.datarequests.org/db/barclays.json,19,"finance, verified, email, phone, website",High
Barclays Bank Ireland PLC Hamburg Branch,barclaycard,datenschutz@barclays.de,+49 40 89099866,https://www.barclays.de/,"Gasstraße 4c
22761 Hamburg
Deutschland","finance, insurance",de,verified,"https://github.com/datenanfragen/data/issues/20, https://github.com/datenanfragen/data/issues/94, https://www.barclays.de/datenschutz-sicherheit/, https://www.barclays.de/impressum/, https://github.com/datenanfragen/data/pull/1641",https://www.datarequests.org/company/barclaycard/,https://www.datarequests.org/db/barclaycard.json,19,"finance, verified, email, phone, website",High
"Bank of America Europe Designated Activity Company, Zweigniederlassung Frankfurt am Main",bankofamerica-de,datenschutzbamlfrankfurt@bofa.com,+49 69 58995028,https://www.bankofamerica.com,"Taunusanlage 9-10
60329 Frankfurt am Main
Deutschland",finance,de,verified,"https://business.bofa.com/content/dam/boamlimages/documents/articles/ID18_0208/GBAM-GDPR-Privacy-Notice-EMEA.pdf, https://github.com/datenanfragen/data/pull/2094",https://www.datarequests.org/company/bankofamerica-de/,https://www.datarequests.org/db/bankofamerica-de.json,19,"finance, verified, email, phone, website",High
Riverty GmbH,afterpay,datenschutz@riverty.de,+49 30 76239239,https://riverty.app/de-de/,"Gütersloher Str. 123
33415 Verl
Deutschland",finance,de,verified,"https://documents.riverty.com/app/app_privacy_statement/de_de/, https://de.riverty.support/hc/en-de/articles/26284157308177-Imprint, https://www.riverty.com/de/campaigns/2022/changing-perspective/, https://www.northdata.de/Riverty%20GmbH,%20Verl/Amtsgericht%20G%C3%BCtersloh%20HRB%209923, https://github.com/datenanfragen/data/pull/887",https://www.datarequests.org/company/afterpay/,https://www.datarequests.org/db/afterpay.json,19,"finance, verified, email, phone, website",High
Riskified Ltd.,riskified-com,privacy@riskified.com,,https://www.riskified.com,"30 Kalischer Street
6525724 Tel Aviv
Israel","finance, commerce",all,verified,https://www.riskified.com/privacy/,https://www.datarequests.org/company/riskified-com/,https://www.datarequests.org/db/riskified-com.json,19,"finance, verified, email, website, global",High
Riseup Networks,riseup-networks,collective@riseup.net,,https://riseup.net/,"PO Box 3027
Lacey, WA 98509
United States of America","telecommunication, nonprofit",all,verified,"https://www.riseup.net/en/about-us/contact, https://github.com/datenanfragen/data/pull/2560",https://www.datarequests.org/company/riseup-networks/,https://www.datarequests.org/db/riseup-networks.json,19,"telecom, verified, email, website, global",High
RheinLand Versicherungs AG,rheinland-versicherungs-ag,datenschutz@rheinland-versicherungen.de,+49 2131 2900,https://www.rheinland-versicherungen.de/,"RheinLandplatz
41460 Neuss
Deutschland",insurance,de,verified,"https://www.rheinland-versicherungen.de/datenschutz/, https://github.com/datenanfragen/data/pull/2327",https://www.datarequests.org/company/rheinland-versicherungs-ag/,https://www.datarequests.org/db/rheinland-versicherungs-ag.json,19,"insurance, verified, email, phone, website",High
Revolut Bank UAB,revolut-com,dpo@revolut.com,,https://www.revolut.com,"Konstitucijos ave. 21B
08130 Vilnius
Lithuania",finance,all,verified,"https://github.com/datenanfragen/data/issues/401, https://www.revolut.com/en-DE/legal/privacy, https://github.com/datenanfragen/data/pull/2305, https://github.com/datenanfragen/data/pull/3451",https://www.datarequests.org/company/revolut-com/,https://www.datarequests.org/db/revolut-com.json,19,"finance, verified, email, website, global",High
Reflectiv SAS,improvmx,support@improvmx.com,,https://improvmx.com/,"128 Rue la Boétie
75008 Paris
France",telecommunication,all,verified,"https://improvmx.com/privacy-policy/, https://improvmx.com/terms-of-service/, https://improvmx.com/gdpr-compliance/",https://www.datarequests.org/company/improvmx/,https://www.datarequests.org/db/improvmx.json,19,"telecom, verified, email, website, global",High
Baloise Versicherungen,basler-versicherungen,datenschutz@baloise.de,+49 6172 1254600,https://www.baloise.de/,"Basler Straße 4
61352 Bad Homburg
Deutschland",insurance,de,verified,"https://www.baloise.de/de/ueber-uns/datenschutz.html, https://github.com/datenanfragen/data/pull/1239, https://github.com/datenanfragen/data/pull/2324",https://www.datarequests.org/company/basler-versicherungen/,https://www.datarequests.org/db/basler-versicherungen.json,19,"insurance, verified, email, phone, website",High
Baden-Württembergische Bank (BW-Bank),bw-bank,datenschutz@lbbw.de,+49 711 1270,http://www.bw-bank.de,"c/o Landesbank Baden-Württemberg
Am Hauptbahnhof 2
70173 Stuttgart
Deutschland",finance,de,verified,"https://www.bw-bank.de/de/home/toolbar/datenschutz.html, https://github.com/datenanfragen/data/pull/1841, https://www.payback.de/info/visa/guthabenkarte-datenschutz, https://github.com/datenanfragen/data/pull/2345",https://www.datarequests.org/company/bw-bank/,https://www.datarequests.org/db/bw-bank.json,19,"finance, verified, email, phone, website",High
Baader Bank AG,baaderbank,datenschutz@baaderbank.de,+49 89 51500,https://www.baaderbank.de/,"Weihenstephaner Straße 4
85716 Unterschleißheim
Deutschland",finance,"de, at",verified,"https://www.baaderbank.de/en/imprint/data-protection-declaration, https://www.baaderbank.de/en/imprint",https://www.datarequests.org/company/baaderbank/,https://www.datarequests.org/db/baaderbank.json,19,"finance, verified, email, phone, website",High
RCI Banque S.A. Niederlassung Deutschland,renault-bank-direkt,datenschutzbeauftragter@rcibanque.com,+49 2131 401040,https://www.renault-bank-direkt.de,"Jagenbergstraße 1
41468 Neuss
Deutschland",finance,de,verified,"https://www.renault-bank-direkt.de/hilfe-informationen/datenschutz.html, https://www.renault-bank-direkt.de/hilfe-informationen/impressum.html, https://github.com/datenanfragen/data/pull/815",https://www.datarequests.org/company/renault-bank-direkt/,https://www.datarequests.org/db/renault-bank-direkt.json,19,"finance, verified, email, phone, website",High
RaboDirect Deutschland,rabodirect-de,datenschutz@rabobank.com,+49 69 1302600,https://www.rabodirect.de/,"Postfach 90 01 48
60441 Frankfurt
Deutschland",finance,de,verified,"https://www.rabodirect.de/system/datenschutzhinweise, https://github.com/datenanfragen/data/pull/828, https://www.rabodirect.de/system/impressum",https://www.datarequests.org/company/rabodirect-de/,https://www.datarequests.org/db/rabodirect-de.json,19,"finance, verified, email, phone, website",High
Bausparkasse Schwäbisch Hall AG,schwaebisch-hall,datenschutzbeauftragter-SHG@schwaebisch-hall.de,+49 791 464812,https://www.schwaebisch-hall.de,"Crailsheimer Straße 52
74523 Schwäbisch Hall
Deutschland",finance,de,verified,"https://www.schwaebisch-hall.de/sicherheit-und-datenschutz.html, https://github.com/datenanfragen/data/pull/1555",https://www.datarequests.org/company/schwaebisch-hall/,https://www.datarequests.org/db/schwaebisch-hall.json,19,"finance, verified, email, phone, website",High
Posteo e.K.,posteo,datenschutz@posteo.de,,https://posteo.de,"Methfesselstr. 38
10965 Berlin
Germany",telecommunication,all,verified,"https://posteo.de/en/site/legal_notice, https://posteo.de/en/site/privacy_policy, https://github.com/datenanfragen/data/pull/2282",https://www.datarequests.org/company/posteo/,https://www.datarequests.org/db/posteo.json,19,"telecom, verified, email, website, global",High
Porkbun LLC,porkbun,privacy@porkbun.com,,https://porkbun.com,"21370 SW Langer Farms Parkway
Suite 142-429
Sherwood, OR 97140
United States of America",telecommunication,all,verified,"https://porkbun.com/legal/agreement/privacy_policy, https://github.com/datenanfragen/data/pull/1324",https://www.datarequests.org/company/porkbun/,https://www.datarequests.org/db/porkbun.json,19,"telecom, verified, email, website, global",High
Polybit Inc.,autocode,support@autocode.com,,https://autocode.com,"2390 30th Ave.
San Francisco
CA 94116
United States of America",telecommunication,all,verified,"https://github.com/datenanfragen/data/pull/947, https://autocode.com/privacy-policy/",https://www.datarequests.org/company/autocode/,https://www.datarequests.org/db/autocode.json,19,"telecom, verified, email, website, global",High
Piraeus Bank S.A.,piraeusbank,DPOOffice@piraeusbank.gr,+30 21 0328 8000,https://www.piraeusbank.gr/,"4 Ameriki Street
10564 Athens
Greece",finance,gr,verified,"https://www.piraeusbank.gr/-/jssmedia/Project/Piraeus/PiraeusBank/shared/Files/PiraeusBank/support/gdpr/DPO-en.pdf, https://www.piraeusbank.gr/en/support/contact-us",https://www.datarequests.org/company/piraeusbank/,https://www.datarequests.org/db/piraeusbank.json,19,"finance, verified, email, phone, website",High
qards GmbH,bayern-card-services-gmbh,marketing@qards.de,+49 681 93760,https://www.bayerncard.de,"Georg-Brauchle-Ring 23 – 25
80992 München
Deutschland",finance,de,verified,"https://www.qards.de/datenschutz, https://www.kreditwesen.de/cards/ergaenzende-informationen/karten-meldungen/bayern-card-services-pluscard-fusionieren-qards-id97298.html, https://github.com/datenanfragen/data/pull/1462",https://www.datarequests.org/company/bayern-card-services-gmbh/,https://www.datarequests.org/db/bayern-card-services-gmbh.json,19,"finance, verified, email, phone, website",High
PSD Bank Nürnberg eG,psd-nuernberg,datenschutz@psd-nuernberg.de,+49 800 2385555,https://www.psd-nuernberg.de,"Willy-Brandt-Platz 8
90402 Nürnberg
Deutschland",finance,de,verified,"https://www.psd-nuernberg.de/service/rechtliche-hinweise/datenschutzhinweis.html, https://github.com/datenanfragen/data/pull/1295",https://www.datarequests.org/company/psd-nuernberg/,https://www.datarequests.org/db/psd-nuernberg.json,19,"finance, verified, email, phone, website",High
PSD Bank Nord eG,psd-bank-nord,datenschutz@psd-nord.de,+49 40 530530,https://www.psd-nord.de,"Schloßstraße 10
22041 Hamburg
Deutschland",finance,de,verified,"https://www.psd-nord.de/spezialseiten/datenschutz/c415.html, https://github.com/datenanfragen/data/pull/1435",https://www.datarequests.org/company/psd-bank-nord/,https://www.datarequests.org/db/psd-bank-nord.json,19,"finance, verified, email, phone, website",High
PSD Bank Braunschweig eG,psd-bank-braunschweig,datenschutz@psd-braunschweig.de,+49 531 4712345,https://www.psd-braunschweig.de,"Altstadtmarkt 11
38100 Braunschweig
Deutschland","finance, insurance",de,verified,https://www.psd-braunschweig.de/datenschutz.html,https://www.datarequests.org/company/psd-bank-braunschweig/,https://www.datarequests.org/db/psd-bank-braunschweig.json,19,"finance, verified, email, phone, website",High
PSD Bank Berlin-Brandenburg eG,psd-bb,datenschutz@psd-bb.de,+49 30 850820,https://www.psd-berlin-brandenburg.de/,"Handjerystr. 34–36
12159 Berlin
Deutschland",finance,de,verified,https://www.psd-berlin-brandenburg.de/service/rechtliche-hinweise/datenschutzhinweis-zur-website.html,https://www.datarequests.org/company/psd-bb/,https://www.datarequests.org/db/psd-bb.json,19,"finance, verified, email, phone, website",High
Proxalto Lebensversicherung AG,proxalto-lv,datenschutz@viridium-gruppe.com,+49 40 55554400,https://www.proxalto-lv.de,"20083 Hamburg
Deutschland",insurance,de,verified,"https://www.proxalto-lv.de/datenschutzbestimmungen/, https://github.com/datenanfragen/data/pull/1550",https://www.datarequests.org/company/proxalto-lv/,https://www.datarequests.org/db/proxalto-lv.json,19,"insurance, verified, email, phone, website",High
Provinzial NordWest Lebensversicherung Aktiengesellschaft,provizial-nordwest,datenschutz@provinzial.de,+49 251 2192520,https://www.provizial.de,"Sophienblatt 33
24114 Kiel
Deutschland",insurance,de,verified,https://www.provinzial-nordwest.de/export/sites/pkp/_resources/download/meta/Hinweise_zum_Datenschutz.pdf,https://www.datarequests.org/company/provizial-nordwest/,https://www.datarequests.org/db/provizial-nordwest.json,19,"insurance, verified, email, phone, website",High
Provinzial Nord Brandkasse AG,provinzial-nord,datenschutz@provinzial.de,+49 251 2192520,https://www.provinzial-online.de,"Sophienblatt 33
24114 Kiel
Deutschland",insurance,de,verified,https://www.provinzial-nordwest.de/export/sites/pkp/_resources/download/meta/Hinweise_zum_Datenschutz.pdf,https://www.datarequests.org/company/provinzial-nord/,https://www.datarequests.org/db/provinzial-nord.json,19,"insurance, verified, email, phone, website",High
proptop GmbH,proptop,support@proptop.com,+49 5482 9899000,https://www.proptop.com/,"Ladberger Straße 81
49525 Lengerich
Deutschland","commerce, finance",de,verified,"https://www.proptop.com/datenschutzerklaerung, https://www.proptop.com/impressum, https://github.com/datenanfragen/data/pull/1694, https://github.com/datenanfragen/data/pull/1842",https://www.datarequests.org/company/proptop/,https://www.datarequests.org/db/proptop.json,19,"finance, verified, email, phone, website",High
Basecamp LLC,basecamp,privacy@basecamp.com,,https://basecamp.com,"2045 W Grand Ave Ste B
PMB 53289
Chicago IL 60612
United States of America",telecommunication,all,verified,"https://basecamp.com/about/policies/privacy, https://basecamp.com/about/policies/privacy/regulations",https://www.datarequests.org/company/basecamp/,https://www.datarequests.org/db/basecamp.json,19,"telecom, verified, email, website, global",High
BARMER,barmer,datenschutz@barmer.de,+49 800 3331010,https://www.barmer.de/,"42266 Wuppertal
Deutschland","health, insurance",de,verified,https://www.barmer.de/consent/bestmoeglicher-schutz-fuer-ihre-daten-1366092,https://www.datarequests.org/company/barmer/,https://www.datarequests.org/db/barmer.json,19,"insurance, verified, email, phone, website",High
Unfallkasse Brandenburg,unfallkasse-brandenburg,info@ukbb.de,+49 335 52160,https://www.ukbb.de/,"Müllroser Chaussee 75
15236 Frankfurt (Oder)
Deutschland",insurance,de,verified,"https://www.ukbb.de/ueber-uns/datenschutz-und-informationspflichten, https://www.ukbb.de/fileadmin/user_upload/cms/download_user/Datenschutz/Allgemeine_Datenschutzerkla__rung_UKBB_07-2021.pdf, https://www.ukbb.de/impressum, https://github.com/datenanfragen/data/pull/2754",https://www.datarequests.org/company/unfallkasse-brandenburg/,https://www.datarequests.org/db/unfallkasse-brandenburg.json,19,"insurance, verified, email, phone, website",High
Alfahosting GmbH,alfahosting,datenschutz@alfahosting.de,+49 800 70000800,https://alfahosting.de/,"Ankerstraße 3b
06108 Halle (Saale)
Deutschland",telecommunication,de,verified,"https://alfahosting.de/datenschutz/, https://alfahosting.de/impressum/",https://www.datarequests.org/company/alfahosting/,https://www.datarequests.org/db/alfahosting.json,19,"telecom, verified, email, phone, website",High
Alecto GmbH,friendsurance,datenschutz@friendsurance.de,+49 800 0870880,https://www.friendsurance.de/,"Mehringdamm 34
10961 Berlin
Deutschland","insurance, finance",de,verified,"https://www.friendsurance.de/datenschutz-allgemein, https://github.com/datenanfragen/data/issues/497",https://www.datarequests.org/company/friendsurance/,https://www.datarequests.org/db/friendsurance.json,19,"finance, verified, email, phone, website",High
AKK Altonaer Kinderkrankenhaus gGmbH,kinderkrankenhaus-altonaer,datenschutz@kinderkrankenhaus.net,+49 40 889080,https://www.kinderkrankenhaus.net,"Bleickenallee 38
22763 Hamburg
Deutschland",health,de,verified,"https://www.kinderkrankenhaus.net/datenschutz.html, https://github.com/datenanfragen/data/pull/868, https://www.kinderkrankenhaus.net/impressum.html",https://www.datarequests.org/company/kinderkrankenhaus-altonaer/,https://www.datarequests.org/db/kinderkrankenhaus-altonaer.json,19,"health, verified, email, phone, website",High
Akamai Technologies GmbH,linode,privacy@akamai.com,,https://www.akamai.com,"Parkring 22
85748 Garching
Germany",telecommunication,all,verified,"https://www.akamai.com/legal/privacy-statement, https://www.akamai.com/company/akamai-affiliates, https://github.com/datenanfragen/data/pull/1887",https://www.datarequests.org/company/linode/,https://www.datarequests.org/db/linode.json,19,"telecom, verified, email, website, global",High
OVH GmbH,ovh,datenschutz@ovh.de,+49 681 906730,https://www.ovh.de/,"Dudweiler Landstraße 5
66123 Saarbrücken
Deutschland",telecommunication,de,verified,"https://www.ovh.de/unternehmen/datenschutz.xml, https://www.ovh.de/support/impressum-und-rechtshinweise/",https://www.datarequests.org/company/ovh/,https://www.datarequests.org/db/ovh.json,19,"telecom, verified, email, phone, website",High
OVAG – Ostdeutsche Versicherung AG,bavariadirekt,datenschutz@bavariadirekt.de,+49 89 21601880,https://www.bavariadirekt.de,"Am Karlsbad 4 – 5
10785 Berlin
Deutschland",insurance,de,verified,"https://www.bavariadirekt.de/datenschutz/, https://www.bavariadirekt.de/impressum/",https://www.datarequests.org/company/bavariadirekt/,https://www.datarequests.org/db/bavariadirekt.json,19,"insurance, verified, email, phone, website",High
ottonova Holding AG,ottonova,ottonova@iitr.de,+49 89 18917360,https://www.ottonova.de,"Ottostraße 4
80333 München
Deutschland",insurance,de,verified,"https://www.ottonova.de/datenschutz, https://github.com/datenanfragen/data/issues/596",https://www.datarequests.org/company/ottonova/,https://www.datarequests.org/db/ottonova.json,19,"insurance, verified, email, phone, website",High
Openbank Deutschland AG,santander,datenschutz@santander.de,+49 2161 9060599,https://www.santander.de,"Santander-Platz 1
41061 Mönchengladbach
Deutschland",finance,de,verified,"https://www.santander.de/privatkunden/service-kontakt/datenschutz/, https://www.santander.de/privatkunden/service-kontakt/impressum/, https://www.santander.de/openbank/, https://github.com/datenanfragen/data/pull/3827",https://www.datarequests.org/company/santander/,https://www.datarequests.org/db/santander.json,19,"finance, verified, email, phone, website",High
"Proofpoint, Inc",proofpoint,privacy@proofpoint.com,,https://www.proofpoint.com,"925 W. Maude Ave
Sunnyvale CA 94085
United States of America",telecommunication,all,verified,"https://www.proofpoint.com/us/legal/privacy-policy, https://www.proofpoint.com/de/legal/privacy-policy",https://www.datarequests.org/company/proofpoint/,https://www.datarequests.org/db/proofpoint.json,19,"telecom, verified, email, website, global",High
Pronova BKK,pronovabkk,datenschutz@pronovabkk.de,+49 621 533911000,https://www.pronovabkk.de,"Horst-Henning-Platz 1
51373 Leverkusen
Deutschland",insurance,de,verified,"https://www.pronovabkk.de/unternehmen/datenschutz.html, https://www.pronovabkk.de/impressum.html, https://github.com/datenanfragen/data/pull/1890",https://www.datarequests.org/company/pronovabkk/,https://www.datarequests.org/db/pronovabkk.json,19,"insurance, verified, email, phone, website",High
primastrom GmbH,primastrom,datenschutz@primastrom.de,+49 30 206143723,https://primastrom.de/,"Großbeerenstraße 2-10
12107 Berlin
Deutschland","utility, telecommunication",de,verified,"https://primastrom.de/media/pdf/Datenschutzerklaerung_der_primastrom_GmbH_01062021.pdf, https://github.com/datenanfragen/data/pull/2581, https://github.com/datenanfragen/data/pull/2853",https://www.datarequests.org/company/primastrom/,https://www.datarequests.org/db/primastrom.json,19,"telecom, verified, email, phone, website",High
PricewaterhouseCoopers GmbH Wirtschaftsprüfungsgesellschaft (PWC),pwc-de,DE_Datenschutz@pwc.com,+49 69 95850,https://www.pwc.de/,"Friedrich-Ebert-Anlage 35-37
60327 Frankfurt am Main
Deutschland",finance,de,verified,"https://www.pwc.de/de/datenschutzerklaerung.html, https://github.com/datenanfragen/data/pull/992",https://www.datarequests.org/company/pwc-de/,https://www.datarequests.org/db/pwc-de.json,19,"finance, verified, email, phone, website",High
Praxis Dr. med. dent. Peter Luppa,drluppa-de,praxis@drluppa.de,+49 911 227104,https://drluppa.de,"Königstr. 33
90402 Nürnberg
Deutschland",health,de,verified,"https://drluppa.de/index.php/datenschutzerklaerung, https://github.com/datenanfragen/data/pull/1638",https://www.datarequests.org/company/drluppa-de/,https://www.datarequests.org/db/drluppa-de.json,19,"health, verified, email, phone, website",High
Bending Spoons S.p.A.,bending-spoons,privacy@bendingspoons.com,,https://bendingspoons.com/,"via Nino Bonnet 10
20154 Milan
Italy","entertainment, health",all,verified,https://bendingspoons.com/documents/Privacy%20and%20cookie%20policy.pdf,https://www.datarequests.org/company/bending-spoons/,https://www.datarequests.org/db/bending-spoons.json,19,"health, verified, email, website, global",High
BBBank eG,bbbank,datenschutz@bbbank.de,+49 721 1410,https://www.bbbank.de,"Herrenstraße 2-10
76133 Karlsruhe
Deutschland",finance,de,verified,"https://www.bbbank.de/service/datenschutz.html, https://github.com/datenanfragen/data/pull/1294",https://www.datarequests.org/company/bbbank/,https://www.datarequests.org/db/bbbank.json,19,"finance, verified, email, phone, website",High
BEYONDHEALTH GmbH,beyondhealth,info@beyondhealth.de,+49 221 17730500,https://beyondhealth.de,"Vor den Siebenburgen 30
50676 Köln
Deutschland",health,de,verified,"https://beyondhealth.de/impressum-datenschutz, https://github.com/datenanfragen/data/pull/1788",https://www.datarequests.org/company/beyondhealth/,https://www.datarequests.org/db/beyondhealth.json,19,"health, verified, email, phone, website",High
"Newfold Digital, Inc.",web-com,privacy@newfold.com,,https://www.newfold.com/,"5335 Gate Pkwy
Jacksonville, FL 32256
United States of America",telecommunication,all,verified,"https://newfold.com/privacy-center/privacy, https://newfold.com/privacy-center/addendum-eu-gdpr, https://github.com/datenanfragen/data/pull/1625",https://www.datarequests.org/company/web-com/,https://www.datarequests.org/db/web-com.json,19,"telecom, verified, email, website, global",High
Pharmacie Lafayette Toulouse,pharmacie-lafayette-toulouse,contact@pharmacielafayettetoulouse.com,+33 5 34 45 58 80,https://www.pharmacielafayette.com/toulouse-centre,"35 rue Lafayette
31000 Toulouse
France",health,fr,verified,"https://github.com/datenanfragen/data/pull/693, https://www.pharmacielafayette.com/toulouse-centre/mentions-legales",https://www.datarequests.org/company/pharmacie-lafayette-toulouse/,https://www.datarequests.org/db/pharmacie-lafayette-toulouse.json,19,"health, verified, email, phone, website",High
PERM4 | Permanent Recruiting GmbH,perm4,datenschutz@perm4.com,+49 30 333063100,https://www.perm4.com/,"c/o activeMind AG
Kurfürstendamm 56
10707 Berlin
Deutschland",finance,de,verified,"https://www.perm4.com/impressum/, https://github.com/datenanfragen/data/issues/511, https://www.perm4.com/datenschutz/",https://www.datarequests.org/company/perm4/,https://www.datarequests.org/db/perm4.json,19,"finance, verified, email, phone, website",High
"PayPal (Europe) S.à r.l. et Cie, S.C.A.",paypal,impressum@paypal.com,+49 800 7234500,https://www.paypal.com,"22 – 24 Boulevard Royal
L-2449 Luxembourg
Luxembourg",finance,de,verified,"https://www.paypal.com/de/webapps/mpp/ua/privacy-full, https://www.paypal.com/de/webapps/mpp/imprint",https://www.datarequests.org/company/paypal/,https://www.datarequests.org/db/paypal.json,19,"finance, verified, email, phone, website",High
Payolution GmbH,payolution,datenschutz-vie@unzer.com,+43 800 4043300,https://customer.payolution.com,"Columbusplatz 7-8
Stiege 1 / 5. Stock
1100 Wien
Österreich",finance,"de, at",verified,https://a.storyblok.com/f/118211/x/6d9a0fceb9/20250625_datenschutzhinweise_payolution_endkunden.pdf,https://www.datarequests.org/company/payolution/,https://www.datarequests.org/db/payolution.json,19,"finance, verified, email, phone, website",High
